epoch,accuracy,loss,val_accuracy,val_loss
0,0.6593707799911499,0.869123637676239,0.6413280963897705,0.9533137679100037
1,0.7024511098861694,0.7537597417831421,0.650065541267395,0.934482753276825
2,0.7185732126235962,0.7151796221733093,0.6727828979492188,0.7993727922439575
3,0.7270991802215576,0.6935178637504578,0.6526867747306824,0.9004175066947937
4,0.7333738207817078,0.6782906651496887,0.6893839836120605,0.8159121870994568
