epoch,accuracy,loss,val_accuracy,val_loss
0,0.6592361927032471,0.8686984777450562,0.5876796841621399,0.969305157661438
1,0.706063985824585,0.7510858178138733,0.5946611762046814,0.9763859510421753
2,0.7192389369010925,0.7173030376434326,0.5897330641746521,1.084349513053894
3,0.7269046902656555,0.6937640309333801,0.5733059644699097,1.023655891418457
4,0.7321491837501526,0.6810368299484253,0.5794661045074463,1.0832362174987793
