epoch,accuracy,loss,val_accuracy,val_loss
0,0.6573482155799866,0.8730448484420776,0.6101278066635132,0.9091111421585083
1,0.7047054767608643,0.7517392635345459,0.5830875039100647,1.0103126764297485
2,0.7187173366546631,0.7162891626358032,0.6543756127357483,0.9024168848991394
3,0.7272319197654724,0.6941013336181641,0.6878072619438171,0.8594860434532166
4,0.735316812992096,0.6790743470191956,0.6809242963790894,0.8136363625526428
