epoch,accuracy,loss,val_accuracy,val_loss
0,0.6607072949409485,0.8667410612106323,0.4439076781272888,1.2010024785995483
1,0.7031018733978271,0.7509995102882385,0.5287171006202698,1.0606573820114136
2,0.7171391248703003,0.7199878096580505,0.5791733860969543,0.9693551063537598
3,0.7253470420837402,0.6989194750785828,0.6403650045394897,0.867455780506134
4,0.7336719036102295,0.679573655128479,0.5995705723762512,1.02189040184021
